Auburn                              AL   S    ESC        5449    5529    5004
Bessemer                            AL   S    ESC        6307   14402   11580
Birmingham                          AL   S    ESC        9957   12586    8148
Decatur                             AL   S    ESC        4542    7206    6657
Dothan                              AL   S    ESC        6622   11453    5974
Florence                            AL   S    ESC        4880    6112    4338
Huntsville                          AL   S    ESC        7217    2842    7328
Mobile                              AL   S    ESC        8090   12863    6338
Montgomery                          AL   S    ESC        5513    8581    7788
Phenix City                         AL   S    ESC        6542    9776    4693
Tuscaloosa                          AL   S    ESC        6622   10534   13123
Anchorage                           AK   W    PACIFIC    6369    6687    5024
Chandler                            AZ   W    MTN        9757    7166    4858
Flagstaff                           AZ   W    MTN        8301    8336    7912
Glendale                            AZ   W    MTN        8763    9192    6721
Mesa                                AZ   W    MTN        6993    7595    6168
Phoenix                             AZ   W    MTN        9264    9958    7720
Scottsdale                          AZ   W    MTN        6342    5531    4294
Tempe                               AZ   W    MTN        2164    8396    8211
Tucson                              AZ   W    MTN       10027   10401    8992
Fayetteville                        AR   S    WSC        5283    7587    5318
Fort Smith                          AR   S    WSC        6657    9317    6546
Hot Springs                         AR   S    WSC        8434   11485    9485
Jacksonville                        AR   S    WSC        4475    6862    5219
Jonesboro                           AR   S    WSC        3422    7183    4952
Little Rock                         AR   S    WSC       10807   16171    9891
North Little Rock                   AR   S    WSC        7497   12055    9988
Pine Bluff                          AR   S    WSC        6115    9567    9258
West Memphis                        AR   S    WSC        6248    6193    5603
Alameda                             CA   W    PACIFIC    6752    6629    3673
Alhambra                            CA   W    PACIFIC    5769    5252    2392
Anaheim                             CA   W    PACIFIC    7313    7152    3374
Antioch                             CA   W    PACIFIC    6241    6941    3026
Arcadia                             CA   W    PACIFIC    4768    4501    2763
Azusa                               CA   W    PACIFIC    7044    5657    2826
Bakersfield                         CA   W    PACIFIC    9644    7940    5253
Baldwin Park                        CA   W    PACIFIC    5367    4171    1946
Bell                                CA   W    PACIFIC    4584    3404    2626
Bellflower                          CA   W    PACIFIC    4900    6398    3914
Bell Gardens                        CA   W    PACIFIC    5389    4660    3089
Berkeley                            CA   W    PACIFIC   12362   12575    7606
Beverly Hills                       CA   W    PACIFIC    8135    8163    4283
Brea                                CA   W    PACIFIC    5817    6303    4046
Buena Park                          CA   W    PACIFIC    5315    6930    2555
Burbank                             CA   W    PACIFIC    4310    4871    2846
Burlingame                          CA   W    PACIFIC    4100    5040    3181
Camarillo                           CA   W    PACIFIC    2225    3221    1873
Campbell                            CA   W    PACIFIC    6014    4981    3098
Carlsbad                            CA   W    PACIFIC    5685    5737    2884
Carson                              CA   W    PACIFIC    5097    6163    3813
Cerritos                            CA   W    PACIFIC    5483    7197    4725
Chico                               CA   W    PACIFIC    8925    7487    5029
Chino                               CA   W    PACIFIC    4775    5599    3292
Chula Vista                         CA   W    PACIFIC    5845    7819    4303
Claremont                           CA   W    PACIFIC    4790    5084    2794
Clovis                              CA   W    PACIFIC    6518    6671    3733
Compton                             CA   W    PACIFIC    8665    7765    5195
Concord                             CA   W    PACIFIC    6092    6554    5498
Corona                              CA   W    PACIFIC    8286    7486    3178
Costa Mesa                          CA   W    PACIFIC    7001    9122    3474
Covina                              CA   W    PACIFIC    5236    6072    4359
Culver City                         CA   W    PACIFIC    7924    7515    3309
Cupertino                           CA   W    PACIFIC    4770    4199    2286
Cypress                             CA   W    PACIFIC    4055    5222    2383
Daly City                           CA   W    PACIFIC    3536    4304    2511
Davis                               CA   W    PACIFIC    6503    7157    2982
Downey                              CA   W    PACIFIC    4996    4935    3836
El Cajon                            CA   W    PACIFIC    5930    7181    4031
El Monte                            CA   W    PACIFIC    6399    6001    2934
Escondido                           CA   W    PACIFIC    5564    8059    3925
Fairfield                           CA   W    PACIFIC    5961    7521    4954
Fontana                             CA   W    PACIFIC    7866    7749    3197
Fountain Valley                     CA   W    PACIFIC    4785    5599    2951
Fremont                             CA   W    PACIFIC    4504    4006    2878
Fresno                              CA   W    PACIFIC   10476   12031    7137
Fullerton                           CA   W    PACIFIC    6026    6950    3234
Gardena                             CA   W    PACIFIC    6888    8612    4801
Garden Grove                        CA   W    PACIFIC    7008    6893    3570
Glendale                            CA   W    PACIFIC    4881    5018    2657
Glendora                            CA   W    PACIFIC    3785    3502    2137
Hawthorne                           CA   W    PACIFIC    7346    9185    4785
Hayward                             CA   W    PACIFIC    7274    7405    4585
Huntington Beach                    CA   W    PACIFIC    4606    4334    2454
Huntington Park                     CA   W    PACIFIC    6907    8354    4113
Inglewood                           CA   W    PACIFIC    8015    8475    3865
Irvine                              CA   W    PACIFIC    4840    4361    2437
La Habra                            CA   W    PACIFIC    4525    4779    2603
Lakewood                            CA   W    PACIFIC    4089    5836    3304
La Mesa                             CA   W    PACIFIC    4559    6661    3649
